,EnvironmentSatisfaction,JobSatisfaction,Attrition,BusinessTravel,Education,EducationField,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement
1220,4.0,3.0,No,Travel_Frequently,4,Life Sciences,2,Healthcare Representative,Single,41620,0.0,1,10.0,1,1,8,3
1221,3.0,3.0,No,Travel_Rarely,3,Life Sciences,1,Sales Executive,Married,92040,6.0,1,17.0,2,7,7,3
1222,1.0,2.0,No,Travel_Rarely,4,Human Resources,2,Manager,Married,32940,0.0,0,6.0,2,0,3,3
1223,4.0,3.0,No,Travel_Rarely,4,Life Sciences,2,Laboratory Technician,Single,21270,0.0,1,10.0,3,0,8,2
1224,3.0,3.0,No,Travel_Rarely,2,Medical,2,Laboratory Technician,Divorced,39750,1.0,1,5.0,3,4,3,3
1225,2.0,4.0,No,Travel_Rarely,3,Technical Degree,1,Laboratory Technician,Divorced,107930,0.0,3,3.0,1,1,2,2
1226,3.0,3.0,Yes,Travel_Rarely,4,Life Sciences,5,Research Director,Single,100960,5.0,0,6.0,2,0,3,3
1227,2.0,1.0,No,Travel_Rarely,2,Life Sciences,4,Laboratory Technician,Divorced,36460,1.0,0,10.0,3,8,8,4
1228,1.0,2.0,No,Travel_Rarely,3,Human Resources,2,Research Director,Divorced,74460,0.0,0,7.0,3,0,5,3
1229,4.0,4.0,No,Non-Travel,3,Life Sciences,3,Sales Executive,Divorced,108510,1.0,1,1.0,2,0,0,4
1230,1.0,4.0,No,Travel_Rarely,3,Medical,2,Manager,Married,21090,2.0,0,31.0,3,3,7,3
1231,4.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Manufacturing Director,Single,37220,5.0,0,6.0,0,1,2,3
1232,1.0,3.0,No,Non-Travel,5,Life Sciences,3,Research Scientist,Divorced,93800,0.0,0,5.0,2,1,3,2
1233,3.0,1.0,Yes,Travel_Rarely,3,Life Sciences,1,Research Director,Single,54860,7.0,1,10.0,2,0,3,3
1234,1.0,2.0,No,Travel_Rarely,3,Marketing,4,Research Scientist,Single,27420,0.0,1,13.0,2,2,11,3
1235,3.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Manufacturing Director,Single,137570,1.0,1,0.0,3,0,0,3
1236,2.0,1.0,Yes,Travel_Rarely,2,Marketing,2,Research Scientist,Single,84630,2.0,0,8.0,2,1,3,1
1237,3.0,3.0,No,Travel_Rarely,1,Life Sciences,5,Human Resources,Divorced,31620,4.0,0,26.0,4,4,8,3
1238,2.0,1.0,Yes,Travel_Frequently,3,Medical,2,Manufacturing Director,Single,165980,1.0,0,10.0,2,6,7,3
1239,3.0,2.0,No,Travel_Rarely,3,Technical Degree,2,Laboratory Technician,Married,66510,0.0,0,10.0,5,4,2,2
1240,1.0,4.0,No,Travel_Rarely,1,Life Sciences,1,Manufacturing Director,Married,23450,3.0,2,24.0,0,5,17,3
1241,2.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Research Scientist,Single,34200,3.0,2,22.0,3,2,1,1
1242,3.0,4.0,No,Travel_Rarely,3,Medical,1,Manufacturing Director,Single,43730,4.0,0,7.0,3,0,0,3
1243,4.0,4.0,No,Travel_Rarely,3,Life Sciences,5,Healthcare Representative,Married,47590,2.0,0,9.0,2,1,3,3
1244,4.0,3.0,No,Travel_Rarely,4,Technical Degree,1,Research Scientist,Single,53010,1.0,1,10.0,3,1,8,3
1245,4.0,4.0,Yes,Travel_Rarely,4,Medical,1,Sales Executive,Married,36730,3.0,1,19.0,3,0,0,3
1246,2.0,4.0,Yes,Travel_Rarely,5,Human Resources,3,Sales Executive,Married,47680,2.0,1,6.0,2,2,0,2
1247,4.0,3.0,No,Travel_Rarely,5,Technical Degree,1,Research Director,Divorced,12740,1.0,0,6.0,3,1,4,2
1248,1.0,3.0,Yes,Travel_Rarely,4,Medical,1,Research Director,Married,49000,1.0,0,3.0,3,0,2,2
1249,4.0,4.0,No,Travel_Rarely,4,Marketing,3,Manufacturing Director,Married,104660,1.0,0,2.0,1,2,2,3
1250,2.0,1.0,No,Travel_Rarely,1,Life Sciences,4,Sales Executive,Married,170070,9.0,1,6.0,2,0,0,2
1251,3.0,1.0,No,Travel_Frequently,2,Marketing,4,Human Resources,Married,29090,2.0,0,10.0,2,1,3,2
1252,3.0,4.0,No,Travel_Rarely,1,Medical,1,Research Scientist,Divorced,57650,1.0,1,1.0,2,0,0,3
1253,4.0,1.0,No,Travel_Rarely,2,Marketing,3,Research Scientist,Divorced,45990,1.0,1,1.0,3,0,0,2
1254,1.0,3.0,Yes,Travel_Rarely,3,Marketing,2,Manager,Single,24040,1.0,0,1.0,6,0,1,3
1255,4.0,3.0,No,Travel_Frequently,3,Life Sciences,4,Healthcare Representative,Single,31720,1.0,1,9.0,1,1,7,3
1256,3.0,4.0,No,Travel_Frequently,4,Medical,1,Research Scientist,Single,20330,1.0,1,12.0,3,3,7,1
1257,2.0,3.0,Yes,Travel_Rarely,4,Marketing,2,Sales Executive,Married,102090,1.0,1,23.0,2,15,8,3
1258,2.0,3.0,No,Non-Travel,2,Technical Degree,1,Research Scientist,Single,86200,0.0,1,10.0,2,8,7,2
1259,2.0,2.0,No,Travel_Rarely,3,Life Sciences,3,Sales Executive,Married,20640,4.0,0,8.0,3,0,0,2
1260,1.0,4.0,No,Travel_Frequently,3,Technical Degree,3,Sales Executive,Single,40350,4.0,1,14.0,2,0,8,3
1261,4.0,4.0,No,Travel_Rarely,4,Medical,3,Research Scientist,Married,38380,1.0,1,1.0,2,0,1,3
1262,1.0,3.0,Yes,Travel_Rarely,4,Technical Degree,1,Sales Executive,Single,45910,9.0,0,23.0,6,0,0,1
1263,3.0,3.0,Yes,Travel_Rarely,1,Medical,1,Sales Executive,Single,25610,1.0,1,2.0,3,2,2,3
1264,2.0,1.0,No,Travel_Rarely,1,Medical,3,Research Scientist,Divorced,15630,5.0,2,9.0,3,1,3,3
1265,3.0,1.0,No,Non-Travel,4,Technical Degree,3,Manufacturing Director,Married,48980,2.0,2,10.0,2,2,3,3
1266,3.0,4.0,No,Travel_Rarely,4,Life Sciences,3,Sales Executive,Married,47890,7.0,1,5.0,2,0,0,3
1267,1.0,4.0,No,Travel_Frequently,4,Life Sciences,1,Human Resources,Single,31800,1.0,1,15.0,2,8,12,3
1268,2.0,1.0,No,Travel_Frequently,3,Medical,3,Manufacturing Director,Married,65490,1.0,0,9.0,3,1,8,3
1269,3.0,1.0,No,Travel_Rarely,2,Life Sciences,1,Laboratory Technician,Married,63880,3.0,0,4.0,6,2,2,2
1270,4.0,4.0,No,Travel_Rarely,2,Life Sciences,2,Research Scientist,Divorced,112440,3.0,1,10.0,3,1,7,3
1271,1.0,3.0,No,Travel_Rarely,3,Marketing,4,Human Resources,Divorced,160320,1.0,0,7.0,2,0,7,3
1272,1.0,4.0,No,Travel_Rarely,3,Other,2,Sales Executive,Married,23620,1.0,0,9.0,2,7,8,3
1273,4.0,4.0,No,Travel_Frequently,3,Medical,2,Manufacturing Director,Single,163280,1.0,3,10.0,2,9,9,3
1274,2.0,3.0,No,Travel_Rarely,4,Marketing,4,Research Scientist,Divorced,83760,5.0,3,29.0,2,13,8,3
1275,1.0,1.0,No,Travel_Rarely,3,Technical Degree,1,Laboratory Technician,Single,166060,7.0,0,28.0,6,7,9,3
1276,3.0,3.0,No,Travel_Rarely,2,Marketing,2,Sales Executive,Divorced,86060,1.0,2,17.0,3,12,8,3
1277,4.0,3.0,No,Travel_Rarely,3,Medical,3,Research Scientist,Divorced,22720,2.0,1,21.0,2,0,2,3
1278,2.0,2.0,No,Travel_Frequently,3,Life Sciences,2,Laboratory Technician,Single,20180,1.0,0,6.0,5,0,3,3
1279,2.0,1.0,No,Travel_Rarely,2,Medical,1,Sales Executive,Divorced,70830,2.0,1,25.0,5,0,0,3
1280,2.0,1.0,No,Travel_Frequently,3,Other,2,Sales Representative,Married,40840,4.0,1,5.0,3,1,2,3
1281,4.0,3.0,Yes,Travel_Rarely,2,Life Sciences,4,Laboratory Technician,Married,144110,0.0,3,2.0,2,0,0,4
1282,1.0,3.0,No,Travel_Frequently,4,Life Sciences,3,Research Scientist,Single,23080,7.0,1,20.0,4,1,3,2
1283,3.0,2.0,No,Travel_Rarely,4,Life Sciences,1,Sales Representative,Married,48410,0.0,0,6.0,3,0,4,3
1284,3.0,2.0,No,Travel_Rarely,2,Medical,3,Sales Executive,Single,42850,1.0,1,1.0,2,1,0,1
1285,2.0,2.0,No,Travel_Rarely,4,Life Sciences,2,Manufacturing Director,Married,97150,1.0,1,10.0,1,0,9,2
1286,2.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Sales Representative,Married,43200,3.0,0,5.0,2,0,0,3
1287,3.0,4.0,No,Travel_Rarely,3,Medical,2,Research Director,Single,21320,1.0,0,11.0,3,1,8,3
1288,3.0,1.0,No,Travel_Rarely,4,Medical,2,Healthcare Representative,Single,101240,0.0,1,16.0,2,2,8,4
1289,4.0,1.0,No,Travel_Rarely,3,Human Resources,1,Sales Executive,Married,54730,4.0,0,17.0,3,0,0,1
1290,1.0,3.0,No,Travel_Rarely,3,Life Sciences,3,Sales Executive,Single,52070,4.0,3,16.0,3,0,2,3
1291,2.0,2.0,No,Travel_Rarely,3,Medical,3,Manager,Divorced,164370,8.0,1,16.0,0,0,2,3
1292,4.0,4.0,No,Travel_Rarely,3,Life Sciences,4,Human Resources,Married,22960,1.0,1,10.0,2,3,0,3
1293,2.0,3.0,No,Travel_Rarely,4,Life Sciences,3,Human Resources,Single,40690,1.0,0,6.0,5,0,4,3
1294,1.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Laboratory Technician,Married,74410,3.0,1,24.0,4,1,0,3
1295,2.0,4.0,No,Non-Travel,1,Marketing,2,Laboratory Technician,Divorced,24300,7.0,2,17.0,2,1,9,4
1296,1.0,2.0,No,Travel_Rarely,2,Medical,1,Research Scientist,Married,58780,1.0,0,5.0,1,1,3,3
1297,4.0,4.0,No,Travel_Rarely,1,Medical,2,Sales Executive,Single,26440,4.0,1,37.0,2,0,2,3
1298,3.0,1.0,No,Travel_Rarely,3,Medical,2,Laboratory Technician,Divorced,64390,3.0,3,3.0,2,0,0,3
1299,4.0,4.0,No,Travel_Rarely,4,Life Sciences,5,Manufacturing Director,Married,24510,3.0,0,10.0,2,0,3,2
1300,3.0,4.0,No,Travel_Rarely,2,Technical Degree,1,Sales Representative,Married,63920,1.0,1,11.0,2,10,8,4
1301,3.0,4.0,Yes,Travel_Rarely,2,Medical,2,Research Scientist,Single,97140,1.0,0,9.0,0,4,7,3
1302,3.0,2.0,No,Travel_Frequently,3,Medical,1,Healthcare Representative,Married,60770,1.0,2,22.0,2,11,11,2
1303,3.0,4.0,No,Travel_Rarely,4,Life Sciences,5,Sales Representative,Single,24500,0.0,1,11.0,2,1,0,3
1304,3.0,2.0,No,Travel_Rarely,3,Life Sciences,1,Manufacturing Director,Divorced,92500,1.0,3,11.0,0,2,7,3
1305,3.0,1.0,No,Travel_Frequently,1,Medical,1,Laboratory Technician,Married,20740,2.0,1,21.0,3,9,5,3
1306,2.0,3.0,No,Travel_Rarely,3,Marketing,1,Research Scientist,Single,101690,1.0,0,12.0,6,5,7,2
1307,1.0,3.0,No,Travel_Rarely,1,Medical,1,Laboratory Technician,Married,48550,9.0,1,16.0,2,0,3,2
1308,1.0,3.0,No,Travel_Rarely,2,Marketing,2,Research Scientist,Married,40870,0.0,3,4.0,1,0,2,3
1309,2.0,3.0,No,Non-Travel,4,Medical,2,Laboratory Technician,Married,23670,1.0,0,5.0,2,0,4,2
1310,4.0,3.0,No,Travel_Rarely,4,Life Sciences,2,Sales Executive,Single,29720,0.0,0,38.0,2,1,8,4
1311,2.0,2.0,No,Non-Travel,2,Medical,1,Research Scientist,Married,195860,4.0,0,17.0,3,1,2,2
1312,3.0,1.0,Yes,Travel_Rarely,3,Human Resources,2,Healthcare Representative,Divorced,54840,2.0,0,7.0,4,0,2,3
1313,4.0,1.0,No,Travel_Rarely,2,Human Resources,1,Sales Representative,Single,20610,1.0,1,1.0,2,0,0,2
1314,4.0,4.0,Yes,Travel_Frequently,4,Life Sciences,2,Healthcare Representative,Single,99240,1.0,0,1.0,3,1,0,3
1315,1.0,3.0,No,Travel_Rarely,4,Other,4,Laboratory Technician,Single,41980,1.0,1,16.0,2,2,10,2
1316,3.0,4.0,No,Non-Travel,2,Life Sciences,1,Research Scientist,Divorced,68150,5.0,1,17.0,3,0,0,3
1317,3.0,4.0,No,Non-Travel,2,Life Sciences,2,Sales Executive,Married,47230,9.0,0,30.0,0,2,2,3
1318,1.0,2.0,No,Travel_Frequently,4,Medical,4,Research Scientist,Married,61420,3.0,2,28.0,3,0,7,2
1319,3.0,3.0,Yes,Travel_Rarely,1,Marketing,2,Research Director,Single,82370,1.0,0,6.0,6,0,3,2
1320,4.0,4.0,No,Travel_Rarely,3,Technical Degree,1,Laboratory Technician,Married,88530,1.0,1,2.0,3,2,1,3
1321,2.0,4.0,No,Travel_Rarely,1,Life Sciences,1,Sales Representative,Single,193310,1.0,1,1.0,2,0,0,3
1322,1.0,1.0,No,Travel_Frequently,3,Life Sciences,1,Sales Executive,Single,20730,3.0,1,23.0,4,12,8,3
1323,1.0,3.0,Yes,Travel_Frequently,4,Life Sciences,5,Sales Executive,Single,55620,1.0,0,9.0,3,0,6,3
1324,4.0,4.0,No,Non-Travel,3,Life Sciences,1,Laboratory Technician,Single,196130,2.0,0,23.0,5,4,4,3
1325,2.0,3.0,No,Travel_Rarely,1,Life Sciences,2,Laboratory Technician,Married,34070,0.0,1,6.0,4,1,2,3
1326,3.0,2.0,No,Travel_Rarely,3,Marketing,2,Sales Representative,Divorced,50630,6.0,1,12.0,2,0,0,3
1327,3.0,4.0,No,Travel_Rarely,1,Technical Degree,1,Laboratory Technician,Single,46390,2.0,2,12.0,3,1,3,3
1328,3.0,1.0,No,Travel_Rarely,2,Medical,2,Healthcare Representative,Single,48760,2.0,1,14.0,3,5,8,3
1329,2.0,4.0,No,Travel_Frequently,3,Medical,1,Research Scientist,Married,26900,0.0,0,10.0,1,2,8,3
1330,1.0,4.0,No,Travel_Rarely,3,Medical,2,Manufacturing Director,Divorced,175670,5.0,0,7.0,6,0,0,3
1331,3.0,4.0,No,Travel_Frequently,4,Life Sciences,1,Sales Executive,Married,24080,1.0,1,25.0,3,4,12,3
1332,1.0,3.0,No,Travel_Frequently,3,Life Sciences,3,Healthcare Representative,Divorced,28140,1.0,0,10.0,2,0,9,3
1333,3.0,2.0,No,Non-Travel,3,Life Sciences,2,Sales Executive,Married,112450,0.0,0,8.0,3,0,7,3
1334,2.0,2.0,Yes,Travel_Rarely,3,Life Sciences,2,Laboratory Technician,Married,33120,9.0,0,7.0,1,4,3,1
1335,1.0,3.0,No,Travel_Rarely,2,Other,2,Sales Representative,Single,190490,7.0,1,23.0,2,15,15,3
1336,2.0,3.0,Yes,Travel_Rarely,4,Technical Degree,3,Sales Executive,Married,21410,4.0,0,12.0,2,7,7,3
1337,3.0,2.0,No,Travel_Rarely,3,Medical,2,Manager,Married,57690,1.0,0,5.0,4,4,3,2
1338,4.0,4.0,Yes,Travel_Rarely,2,Medical,1,Research Scientist,Married,43850,1.0,1,40.0,2,15,6,2
1339,4.0,3.0,Yes,Travel_Rarely,2,Life Sciences,1,Manager,Single,53320,1.0,1,0.0,2,0,0,3
1340,3.0,4.0,No,Travel_Rarely,4,Technical Degree,1,Sales Executive,Married,46630,0.0,1,3.0,1,2,1,3
1341,3.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Sales Executive,Married,47240,1.0,1,16.0,3,5,11,2
1342,2.0,3.0,No,Travel_Frequently,2,Life Sciences,1,Sales Executive,Single,32110,4.0,0,18.0,2,1,2,4
1343,3.0,4.0,No,Travel_Frequently,4,Life Sciences,2,Sales Executive,Single,53770,4.0,1,16.0,3,2,1,4
1344,2.0,3.0,Yes,Travel_Rarely,1,Medical,2,Sales Executive,Married,40660,3.0,0,4.0,2,2,2,2
1345,3.0,3.0,No,Travel_Rarely,2,Other,1,Manufacturing Director,Divorced,52080,3.0,3,12.0,2,0,7,1
1346,3.0,3.0,No,Travel_Rarely,4,Life Sciences,2,Sales Executive,Married,48770,1.0,1,8.0,5,5,7,4
1347,2.0,2.0,No,Travel_Rarely,1,Human Resources,2,Research Scientist,Divorced,31170,6.0,1,7.0,2,0,1,4
1348,1.0,4.0,Yes,Travel_Frequently,3,Life Sciences,1,Manager,Single,15690,2.0,0,18.0,2,0,3,4
1349,4.0,3.0,No,Travel_Rarely,3,Life Sciences,1,Research Scientist,Married,196580,4.0,1,17.0,3,5,9,4
1350,1.0,3.0,No,Travel_Rarely,1,Medical,3,Research Scientist,Married,30690,2.0,1,6.0,3,2,2,2
1351,3.0,4.0,No,Travel_Rarely,1,Medical,2,Laboratory Technician,Married,104350,0.0,0,12.0,5,4,7,3
1352,1.0,1.0,Yes,Travel_Rarely,4,Life Sciences,2,Research Director,Single,41480,7.0,0,10.0,0,0,4,2
1353,3.0,4.0,No,Travel_Rarely,1,Technical Degree,2,Healthcare Representative,Single,57680,5.0,1,9.0,4,0,3,3
1354,4.0,3.0,No,Travel_Rarely,4,Life Sciences,2,Research Director,Single,50420,3.0,1,19.0,4,2,2,3
1355,1.0,3.0,No,Travel_Rarely,3,Marketing,2,Laboratory Technician,Single,57700,1.0,1,5.0,2,0,4,4
1356,4.0,4.0,No,Travel_Frequently,3,Marketing,3,Laboratory Technician,Divorced,77560,0.0,0,9.0,3,0,7,3
1357,4.0,1.0,No,Travel_Rarely,3,Medical,3,Sales Executive,Divorced,103060,5.0,0,8.0,5,2,2,3
1358,2.0,4.0,No,Travel_Rarely,3,Medical,2,Research Scientist,Single,39360,0.0,1,6.0,3,1,2,3
1359,4.0,1.0,No,Travel_Frequently,2,Medical,3,Manufacturing Director,Divorced,79450,4.0,1,21.0,6,7,7,2
1360,3.0,1.0,No,Travel_Rarely,4,Medical,4,Research Scientist,Married,57430,2.0,3,7.0,2,1,4,4
1361,2.0,2.0,No,Travel_Rarely,3,Other,5,Manufacturing Director,Single,152020,1.0,3,1.0,2,0,0,2
1362,2.0,2.0,No,Travel_Frequently,4,Medical,2,Manufacturing Director,Divorced,54400,1.0,1,20.0,2,2,13,3
1363,3.0,2.0,No,Travel_Rarely,1,Marketing,3,Laboratory Technician,Married,37600,1.0,3,10.0,2,0,6,3
1364,2.0,3.0,No,Travel_Rarely,2,Life Sciences,5,Manufacturing Director,Married,35170,2.0,1,13.0,1,4,5,2
1365,2.0,2.0,No,Travel_Rarely,4,Technical Degree,1,Research Scientist,Divorced,25800,8.0,3,20.0,3,0,15,3
1366,2.0,4.0,No,Travel_Frequently,2,Life Sciences,1,Manufacturing Director,Single,21660,1.0,1,9.0,4,3,7,1
1367,4.0,3.0,No,Non-Travel,4,Technical Degree,3,Healthcare Representative,Married,58690,1.0,1,10.0,6,0,9,4
1368,2.0,3.0,No,Travel_Rarely,3,Other,3,Research Director,Married,80080,2.0,1,10.0,4,0,0,3
1369,2.0,2.0,No,Travel_Rarely,3,Marketing,1,Research Scientist,Married,52060,4.0,3,9.0,4,0,0,1
1370,3.0,4.0,No,Travel_Rarely,2,Technical Degree,4,Laboratory Technician,Married,52950,7.0,0,15.0,4,2,11,3
1371,3.0,3.0,No,Travel_Frequently,4,Marketing,2,Manufacturing Director,Married,164130,6.0,0,6.0,1,1,2,3
1372,3.0,4.0,No,Travel_Rarely,3,Medical,1,Laboratory Technician,Married,132690,1.0,1,2.0,2,2,2,3
1373,4.0,2.0,No,Non-Travel,3,Medical,1,Healthcare Representative,Divorced,27830,6.0,1,6.0,2,2,2,4
1374,3.0,4.0,No,Travel_Rarely,4,Life Sciences,2,Healthcare Representative,Married,54330,1.0,1,5.0,4,0,2,2
1375,3.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Manufacturing Director,Divorced,20130,3.0,1,12.0,5,1,4,3
1376,3.0,3.0,No,Non-Travel,3,Life Sciences,1,Manufacturing Director,Divorced,139660,1.0,0,1.0,1,0,1,3
1377,3.0,2.0,No,Travel_Rarely,3,Life Sciences,2,Manufacturing Director,Single,43740,3.0,1,21.0,5,4,4,4
1378,1.0,3.0,No,Travel_Rarely,4,Marketing,4,Laboratory Technician,Divorced,68420,4.0,1,13.0,3,1,8,3
1379,2.0,4.0,No,Travel_Rarely,4,Human Resources,1,Manager,Married,174260,2.0,1,12.0,0,7,4,2
1380,1.0,4.0,No,Travel_Rarely,1,Medical,2,Laboratory Technician,Single,176030,4.0,0,12.0,0,0,7,2
1381,3.0,3.0,No,Travel_Rarely,3,Medical,1,Manufacturing Director,Single,45810,3.0,1,8.0,3,1,4,3
1382,3.0,2.0,No,Travel_Rarely,4,Medical,2,Healthcare Representative,Married,47350,0.0,0,6.0,2,1,1,3
1383,3.0,1.0,Yes,Travel_Frequently,2,Life Sciences,2,Healthcare Representative,Single,41870,0.0,1,1.0,4,0,0,3
1384,4.0,2.0,No,Travel_Frequently,3,Marketing,2,Research Director,Single,55050,4.0,2,13.0,3,7,2,3
1385,3.0,1.0,No,Non-Travel,3,Medical,1,Sales Executive,Divorced,54700,1.0,1,12.0,2,6,10,3
1386,3.0,1.0,No,Travel_Rarely,2,Medical,2,Sales Executive,Divorced,54760,4.0,1,9.0,3,0,3,3
1387,3.0,1.0,No,Travel_Rarely,3,Life Sciences,4,Manager,Divorced,25870,4.0,0,19.0,2,2,2,2
1388,3.0,4.0,No,Travel_Rarely,2,Medical,1,Sales Executive,Single,24400,0.0,3,4.0,4,0,2,3
1389,2.0,4.0,Yes,Travel_Rarely,2,Life Sciences,2,Sales Executive,Single,159720,1.0,0,1.0,2,1,0,3
1390,2.0,1.0,No,Travel_Rarely,3,Technical Degree,2,Laboratory Technician,Divorced,153790,1.0,0,24.0,1,15,7,1
1391,3.0,4.0,No,Travel_Rarely,4,Life Sciences,1,Manufacturing Director,Single,70820,1.0,0,2.0,3,2,1,4
1392,3.0,4.0,No,Travel_Rarely,5,Life Sciences,2,Sales Representative,Married,27280,8.0,0,7.0,3,0,2,4
1393,4.0,2.0,No,Travel_Rarely,3,Marketing,2,Manager,Single,53680,2.0,1,9.0,2,1,2,3
1394,2.0,2.0,Yes,Travel_Rarely,4,Life Sciences,5,Laboratory Technician,Single,53470,1.0,1,4.0,1,0,2,3
1395,3.0,3.0,No,Travel_Rarely,4,Marketing,3,Sales Executive,Married,31950,2.0,0,5.0,4,0,2,2
1396,4.0,1.0,No,Travel_Rarely,2,Life Sciences,1,Manager,Divorced,39890,1.0,0,5.0,2,1,3,3
1397,4.0,2.0,No,Travel_Rarely,3,Life Sciences,1,Human Resources,Married,33060,1.0,3,8.0,6,1,6,1
1398,4.0,3.0,No,Travel_Rarely,3,Life Sciences,2,Sales Executive,Married,70050,1.0,2,21.0,2,9,9,3
1399,3.0,2.0,No,Travel_Rarely,1,Life Sciences,2,Laboratory Technician,Single,26550,8.0,0,36.0,0,2,15,2
1400,4.0,3.0,No,Travel_Frequently,4,Other,1,Research Scientist,Married,13930,1.0,2,10.0,4,1,9,4
1401,4.0,2.0,No,Travel_Rarely,2,Human Resources,2,Sales Representative,Single,25700,3.0,0,21.0,2,1,0,3
1402,3.0,3.0,No,Travel_Rarely,4,Medical,2,Sales Representative,Married,35370,0.0,1,34.0,3,11,9,3
1403,4.0,2.0,No,Travel_Rarely,3,Marketing,1,Research Scientist,Single,39860,1.0,2,7.0,3,0,3,3
1404,2.0,3.0,Yes,Travel_Rarely,4,Life Sciences,2,Research Director,Married,108830,3.0,0,8.0,3,0,1,4
1405,4.0,4.0,No,Non-Travel,2,Medical,1,Healthcare Representative,Divorced,20280,4.0,1,7.0,2,2,2,2
1406,1.0,4.0,No,Non-Travel,2,Medical,1,Sales Executive,Married,95250,9.0,0,22.0,3,11,8,3
1407,2.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Research Scientist,Married,29290,1.0,0,8.0,2,1,7,1
1408,2.0,2.0,No,Travel_Frequently,3,Other,2,Research Director,Single,22750,5.0,0,10.0,2,1,2,4
1409,3.0,3.0,No,Non-Travel,1,Technical Degree,2,Sales Executive,Divorced,78790,2.0,1,11.0,2,0,2,3
1410,4.0,3.0,No,Travel_Rarely,2,Marketing,5,Research Scientist,Married,49300,9.0,0,14.0,0,0,0,3
1411,4.0,4.0,No,Travel_Rarely,1,Human Resources,1,Manufacturing Director,Married,78470,3.0,1,9.0,3,1,7,4
1412,3.0,1.0,No,Travel_Frequently,4,Medical,1,Manager,Married,44010,5.0,0,6.0,4,2,0,2
1413,4.0,4.0,No,Non-Travel,1,Other,2,Sales Executive,Divorced,92410,1.0,1,7.0,5,1,7,3
1414,4.0,3.0,No,Travel_Frequently,2,Medical,4,Sales Representative,Divorced,29740,1.0,0,5.0,2,2,0,3
1415,3.0,4.0,No,Travel_Rarely,3,Medical,1,Laboratory Technician,Married,45020,8.0,2,15.0,0,3,7,2
1416,2.0,1.0,Yes,Travel_Rarely,4,Life Sciences,3,Research Scientist,Married,107480,7.0,0,17.0,3,0,0,3
1417,2.0,4.0,Yes,Travel_Rarely,2,Life Sciences,2,Research Scientist,Married,15550,1.0,2,10.0,2,1,9,3
1418,4.0,2.0,No,Travel_Rarely,3,Life Sciences,4,Healthcare Representative,Divorced,129360,1.0,2,4.0,3,2,2,3
1419,2.0,4.0,No,Travel_Frequently,3,Life Sciences,2,Laboratory Technician,Single,23050,1.0,0,8.0,3,1,7,3
1420,4.0,4.0,No,Non-Travel,2,Life Sciences,1,Manufacturing Director,Married,167040,9.0,0,5.0,2,0,2,4
1421,4.0,1.0,No,Travel_Rarely,1,Medical,5,Research Scientist,Divorced,34330,7.0,0,17.0,3,0,3,3
1422,4.0,4.0,Yes,Travel_Rarely,3,Medical,1,Healthcare Representative,Married,34770,1.0,0,14.0,2,9,8,4
1423,3.0,3.0,No,Non-Travel,4,Life Sciences,2,Healthcare Representative,Single,64300,1.0,1,12.0,2,5,8,2
1424,4.0,3.0,No,Travel_Frequently,2,Medical,1,Laboratory Technician,Single,65160,1.0,1,7.0,4,0,7,3
1425,2.0,2.0,No,Travel_Rarely,1,Medical,1,Manufacturing Director,Married,39070,5.0,0,16.0,2,4,7,3
1426,4.0,1.0,Yes,Travel_Rarely,4,Life Sciences,2,Research Scientist,Single,55620,5.0,0,8.0,3,0,4,2
1427,4.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Human Resources,Single,68830,3.0,2,16.0,3,0,0,2
1428,3.0,1.0,Yes,Travel_Frequently,2,Medical,2,Healthcare Representative,Single,28620,5.0,0,9.0,2,0,1,2
1429,3.0,3.0,Yes,Travel_Rarely,3,Life Sciences,1,Sales Executive,Single,49780,0.0,0,7.0,3,1,5,2
1430,4.0,4.0,No,Non-Travel,3,Medical,2,Research Scientist,Single,103680,6.0,2,23.0,2,12,8,3
1431,4.0,1.0,No,Travel_Rarely,2,Marketing,2,Laboratory Technician,Married,61340,2.0,0,16.0,2,0,5,2
1432,4.0,2.0,No,Travel_Rarely,4,Life Sciences,1,Healthcare Representative,Single,67350,8.0,2,16.0,3,3,7,2
1433,3.0,2.0,No,Travel_Rarely,1,Other,3,Sales Executive,Married,32950,6.0,2,7.0,2,1,1,3
1434,2.0,4.0,No,Travel_Frequently,4,Life Sciences,2,Laboratory Technician,Divorced,52380,1.0,1,10.0,5,0,7,3
1435,1.0,3.0,No,Travel_Rarely,2,Medical,4,Laboratory Technician,Divorced,64720,0.0,0,17.0,4,5,13,3
1436,3.0,3.0,No,Non-Travel,1,Medical,3,Research Scientist,Married,96100,0.0,1,6.0,2,1,4,2
